P_gc,T_amb,T_evp,T_gc_exit,Q_evp,W_comp,COP
9403,40,6,43,71.43,31.69,2.254
9404,40,6,43,71.46,31.7,2.255
9404,40,6,43,71.5,31.7,2.256
9405,40,6,43,71.53,31.7,2.256
9406,40,6,43,71.57,31.7,2.257
9406,40,6,43,71.6,31.71,2.258
9407,40,6,43,71.64,31.71,2.259
9408,40,6,43,71.68,31.71,2.26
9409,40,6,43,71.71,31.72,2.261
9409,40,6,43,71.75,31.72,2.262
9410,40,6,43,71.78,31.72,2.263
9411,40,6,43,71.82,31.73,2.264
9411,40,6,43,71.85,31.73,2.264
9412,40,6,43,71.89,31.73,2.265
9413,40,6,43,71.92,31.74,2.266
9413,40,6,43,71.96,31.74,2.267
9414,40,6,43,71.99,31.74,2.268
9415,40,6,43,72.03,31.75,2.269
9416,40,6,43,72.06,31.75,2.27
9416,40,6,43,72.09,31.75,2.271
9417,40,6,43,72.13,31.75,2.271
9418,40,6,43,72.16,31.76,2.272
9418,40,6,43,72.2,31.76,2.273
9419,40,6,43,72.23,31.76,2.274
9420,40,6,43,72.27,31.77,2.275
9420,40,6,43,72.3,31.77,2.276
9421,40,6,43,72.34,31.77,2.277
9422,40,6,43,72.37,31.78,2.278
9423,40,6,43,72.41,31.78,2.278
9423,40,6,43,72.44,31.78,2.279
9424,40,6,43,72.48,31.79,2.28
9425,40,6,43,72.51,31.79,2.281
9425,40,6,43,72.55,31.79,2.282
9426,40,6,43,72.58,31.8,2.283
9427,40,6,43,72.62,31.8,2.284
9427,40,6,43,72.65,31.8,2.284
9428,40,6,43,72.68,31.8,2.285
9429,40,6,43,72.72,31.81,2.286
9430,40,6,43,72.75,31.81,2.287
9430,40,6,43,72.79,31.81,2.288
9431,40,6,43,72.82,31.82,2.289
9432,40,6,43,72.86,31.82,2.29
9432,40,6,43,72.89,31.82,2.29
9433,40,6,43,72.93,31.83,2.291
9434,40,6,43,72.96,31.83,2.292
9434,40,6,43,72.99,31.83,2.293
9435,40,6,43,73.03,31.84,2.294
9436,40,6,43,73.06,31.84,2.295
9437,40,6,43,73.1,31.84,2.296
9437,40,6,43,73.13,31.85,2.296
9438,40,6,43,73.17,31.85,2.297
9439,40,6,43,73.2,31.85,2.298
9439,40,6,43,73.24,31.85,2.299
9440,40,6,43,73.27,31.86,2.3
9441,40,6,43,73.3,31.86,2.301
9441,40,6,43,73.34,31.86,2.302
9442,40,6,43,73.37,31.87,2.302
9443,40,6,43,73.41,31.87,2.303
9444,40,6,43,73.44,31.87,2.304
9444,40,6,43,73.47,31.88,2.305
9445,40,6,43,73.51,31.88,2.306
9446,40,6,43,73.54,31.88,2.307
9446,40,6,43,73.58,31.89,2.307
9447,40,6,43,73.61,31.89,2.308
9448,40,6,43,73.64,31.89,2.309
9448,40,6,43,73.68,31.9,2.31
9449,40,6,43,73.71,31.9,2.311
9450,40,6,43,73.75,31.9,2.312
9451,40,6,43,73.78,31.9,2.313
9451,40,6,43,73.81,31.91,2.313
9452,40,6,43,73.85,31.91,2.314
9453,40,6,43,73.88,31.91,2.315
9453,40,6,43,73.92,31.92,2.316
9454,40,6,43,73.95,31.92,2.317
9455,40,6,43,73.98,31.92,2.318
9455,40,6,43,74.02,31.93,2.318
9456,40,6,43,74.05,31.93,2.319
9457,40,6,43,74.08,31.93,2.32
9458,40,6,43,74.12,31.94,2.321
9458,40,6,43,74.15,31.94,2.322
9459,40,6,43,74.19,31.94,2.323
9460,40,6,43,74.22,31.95,2.323
9460,40,6,43,74.25,31.95,2.324
9461,40,6,43,74.29,31.95,2.325
9462,40,6,43,74.32,31.95,2.326
9462,40,6,43,74.35,31.96,2.327
9463,40,6,43,74.39,31.96,2.327
9464,40,6,43,74.42,31.96,2.328
9465,40,6,43,74.45,31.97,2.329
9465,40,6,43,74.49,31.97,2.33
9466,40,6,43,74.52,31.97,2.331
9467,40,6,43,74.56,31.98,2.332
9467,40,6,43,74.59,31.98,2.332
9468,40,6,43,74.62,31.98,2.333
9469,40,6,43,74.66,31.99,2.334
9469,40,6,43,74.69,31.99,2.335
9470,40,6,43,74.72,31.99,2.336
9471,40,6,43,74.76,31.99,2.336
9472,40,6,43,74.79,32,2.337
9472,40,6,43,74.82,32,2.338
9473,40,6,43,74.86,32,2.339
9474,40,6,43,74.89,32.01,2.34
9474,40,6,43,74.92,32.01,2.341
9475,40,6,43,74.96,32.01,2.341
9476,40,6,43,74.99,32.02,2.342
9476,40,6,43,75.02,32.02,2.343
9477,40,6,43,75.05,32.02,2.344
9478,40,6,43,75.09,32.03,2.345
9479,40,6,43,75.12,32.03,2.345
9479,40,6,43,75.15,32.03,2.346
9480,40,6,43,75.19,32.04,2.347
9481,40,6,43,75.22,32.04,2.348
9481,40,6,43,75.25,32.04,2.349
9482,40,6,43,75.29,32.04,2.349
9483,40,6,43,75.32,32.05,2.35
9483,40,6,43,75.35,32.05,2.351
9484,40,6,43,75.39,32.05,2.352
9485,40,6,43,75.42,32.06,2.353
9486,40,6,43,75.45,32.06,2.353
9486,40,6,43,75.48,32.06,2.354
9487,40,6,43,75.52,32.07,2.355
9488,40,6,43,75.55,32.07,2.356
9488,40,6,43,75.58,32.07,2.357
9489,40,6,43,75.62,32.08,2.357
9490,40,6,43,75.65,32.08,2.358
9490,40,6,43,75.68,32.08,2.359
9491,40,6,43,75.71,32.09,2.36
9492,40,6,43,75.75,32.09,2.361
9493,40,6,43,75.78,32.09,2.361
9493,40,6,43,75.81,32.09,2.362
9494,40,6,43,75.85,32.1,2.363
9495,40,6,43,75.88,32.1,2.364
9495,40,6,43,75.91,32.1,2.365
9496,40,6,43,75.94,32.11,2.365
9497,40,6,43,75.98,32.11,2.366
9497,40,6,43,76.01,32.11,2.367
9498,40,6,43,76.04,32.12,2.368
9499,40,6,43,76.07,32.12,2.368
9500,40,6,43,76.11,32.12,2.369
9500,40,6,43,76.14,32.13,2.37
9501,40,6,43,76.17,32.13,2.371
9502,40,6,43,76.2,32.13,2.372
9502,40,6,43,76.24,32.13,2.372
9503,40,6,43,76.27,32.14,2.373
9504,40,6,43,76.3,32.14,2.374
9504,40,6,43,76.33,32.14,2.375
9505,40,6,43,76.37,32.15,2.376
9506,40,6,43,76.4,32.15,2.376
9507,40,6,43,76.43,32.15,2.377
9507,40,6,43,76.46,32.16,2.378
9508,40,6,43,76.5,32.16,2.379
9509,40,6,43,76.53,32.16,2.379
9509,40,6,43,76.56,32.17,2.38
9510,40,6,43,76.59,32.17,2.381
9511,40,6,43,76.62,32.17,2.382
9511,40,6,43,76.66,32.18,2.382
9512,40,6,43,76.69,32.18,2.383
9513,40,6,43,76.72,32.18,2.384
9514,40,6,43,76.75,32.18,2.385
9514,40,6,43,76.79,32.19,2.386
9515,40,6,43,76.82,32.19,2.386
9516,40,6,43,76.85,32.19,2.387
9516,40,6,43,76.88,32.2,2.388
9517,40,6,43,76.91,32.2,2.389
9518,40,6,43,76.95,32.2,2.389
9518,40,6,43,76.98,32.21,2.39
9519,40,6,43,77.01,32.21,2.391
9520,40,6,43,77.04,32.21,2.392
9521,40,6,43,77.07,32.22,2.392
9521,40,6,43,77.11,32.22,2.393
9522,40,6,43,77.14,32.22,2.394
9523,40,6,43,77.17,32.22,2.395
9523,40,6,43,77.2,32.23,2.395
9524,40,6,43,77.23,32.23,2.396
9525,40,6,43,77.27,32.23,2.397
9525,40,6,43,77.3,32.24,2.398
9526,40,6,43,77.33,32.24,2.399
9527,40,6,43,77.36,32.24,2.399
9528,40,6,43,77.39,32.25,2.4
9528,40,6,43,77.42,32.25,2.401
9529,40,6,43,77.46,32.25,2.402
9530,40,6,43,77.49,32.26,2.402
9530,40,6,43,77.52,32.26,2.403
9531,40,6,43,77.55,32.26,2.404
9532,40,6,43,77.58,32.27,2.405
9532,40,6,43,77.61,32.27,2.405
9533,40,6,43,77.65,32.27,2.406
9534,40,6,43,77.68,32.27,2.407
9535,40,6,43,77.71,32.28,2.408
9535,40,6,43,77.74,32.28,2.408
9536,40,6,43,77.77,32.28,2.409
9537,40,6,43,77.8,32.29,2.41
9537,40,6,43,77.83,32.29,2.41
9538,40,6,43,77.87,32.29,2.411
9539,40,6,43,77.9,32.3,2.412
9539,40,6,43,77.93,32.3,2.413
9540,40,6,43,77.96,32.3,2.413
9541,40,6,43,77.99,32.31,2.414
9542,40,6,43,78.02,32.31,2.415
9542,40,6,43,78.05,32.31,2.416
9543,40,6,43,78.09,32.31,2.416
9544,40,6,43,78.12,32.32,2.417
9544,40,6,43,78.15,32.32,2.418
9545,40,6,43,78.18,32.32,2.419
9546,40,6,43,78.21,32.33,2.419
9546,40,6,43,78.24,32.33,2.42
9547,40,6,43,78.27,32.33,2.421
9548,40,6,43,78.3,32.34,2.422
9549,40,6,43,78.34,32.34,2.422
9549,40,6,43,78.37,32.34,2.423
9550,40,6,43,78.4,32.35,2.424
9551,40,6,43,78.43,32.35,2.424
9551,40,6,43,78.46,32.35,2.425
9552,40,6,43,78.49,32.35,2.426
9553,40,6,43,78.52,32.36,2.427
9553,40,6,43,78.55,32.36,2.427
9554,40,6,43,78.58,32.36,2.428
9555,40,6,43,78.61,32.37,2.429
9556,40,6,43,78.65,32.37,2.43
9556,40,6,43,78.68,32.37,2.43
9557,40,6,43,78.71,32.38,2.431
9558,40,6,43,78.74,32.38,2.432
9558,40,6,43,78.77,32.38,2.432
9559,40,6,43,78.8,32.39,2.433
9560,40,6,43,78.83,32.39,2.434
9560,40,6,43,78.86,32.39,2.435
9561,40,6,43,78.89,32.4,2.435
9562,40,6,43,78.92,32.4,2.436
9563,40,6,43,78.95,32.4,2.437
9563,40,6,43,78.98,32.4,2.437
9564,40,6,43,79.02,32.41,2.438
9565,40,6,43,79.05,32.41,2.439
9565,40,6,43,79.08,32.41,2.44
9566,40,6,43,79.11,32.42,2.44
9567,40,6,43,79.14,32.42,2.441
9567,40,6,43,79.17,32.42,2.442
9568,40,6,43,79.2,32.43,2.442
9569,40,6,43,79.23,32.43,2.443
9570,40,6,43,79.26,32.43,2.444
9570,40,6,43,79.29,32.44,2.445
9571,40,6,43,79.32,32.44,2.445
9572,40,6,43,79.35,32.44,2.446
9572,40,6,43,79.38,32.44,2.447
9573,40,6,43,79.41,32.45,2.447
9574,40,6,43,79.44,32.45,2.448
9574,40,6,43,79.47,32.45,2.449
9575,40,6,43,79.5,32.46,2.449
9576,40,6,43,79.53,32.46,2.45
9577,40,6,43,79.56,32.46,2.451
9577,40,6,43,79.59,32.47,2.452
9578,40,6,43,79.62,32.47,2.452
9579,40,6,43,79.65,32.47,2.453
9579,40,6,43,79.68,32.48,2.454
9580,40,6,43,79.71,32.48,2.454
9581,40,6,43,79.74,32.48,2.455
9581,40,6,43,79.78,32.48,2.456
9582,40,6,43,79.81,32.49,2.456
9583,40,6,43,79.84,32.49,2.457
9584,40,6,43,79.87,32.49,2.458
9584,40,6,43,79.9,32.5,2.459
9585,40,6,43,79.93,32.5,2.459
9586,40,6,43,79.96,32.5,2.46
9586,40,6,43,79.99,32.51,2.461
9587,40,6,43,80.02,32.51,2.461
9588,40,6,43,80.05,32.51,2.462
9588,40,6,43,80.08,32.52,2.463
9589,40,6,43,80.11,32.52,2.463
9590,40,6,43,80.14,32.52,2.464
9591,40,6,43,80.17,32.52,2.465
9591,40,6,43,80.19,32.53,2.465
9592,40,6,43,80.22,32.53,2.466
9593,40,6,43,80.25,32.53,2.467
9593,40,6,43,80.28,32.54,2.467
9594,40,6,43,80.31,32.54,2.468
9595,40,6,43,80.34,32.54,2.469
9595,40,6,43,80.37,32.55,2.469
9596,40,6,43,80.4,32.55,2.47
9597,40,6,43,80.43,32.55,2.471
9598,40,6,43,80.46,32.56,2.472
9598,40,6,43,80.49,32.56,2.472
9599,40,6,43,80.52,32.56,2.473
9600,40,6,43,80.55,32.57,2.474
9600,40,6,43,80.58,32.57,2.474
9601,40,6,43,80.61,32.57,2.475
9602,40,6,43,80.64,32.57,2.476
9602,40,6,43,80.67,32.58,2.476
9603,40,6,43,80.7,32.58,2.477
9604,40,6,43,80.73,32.58,2.478
9605,40,6,43,80.76,32.59,2.478
9605,40,6,43,80.79,32.59,2.479
9606,40,6,43,80.82,32.59,2.48
9607,40,6,43,80.85,32.6,2.48
9607,40,6,43,80.88,32.6,2.481
9608,40,6,43,80.9,32.6,2.482
9609,40,6,43,80.93,32.61,2.482
9609,40,6,43,80.96,32.61,2.483
9610,40,6,43,80.99,32.61,2.484
9611,40,6,43,81.02,32.61,2.484
9612,40,6,43,81.05,32.62,2.485
9612,40,6,43,81.08,32.62,2.486
9613,40,6,43,81.11,32.62,2.486
9614,40,6,43,81.14,32.63,2.487
9614,40,6,43,81.17,32.63,2.488
9615,40,6,43,81.2,32.63,2.488
9616,40,6,43,81.23,32.64,2.489
9616,40,6,43,81.26,32.64,2.49
9617,40,6,43,81.28,32.64,2.49
9618,40,6,43,81.31,32.65,2.491
9619,40,6,43,81.34,32.65,2.491
9619,40,6,43,81.37,32.65,2.492
9620,40,6,43,81.4,32.65,2.493
9621,40,6,43,81.43,32.66,2.493
9621,40,6,43,81.46,32.66,2.494
9622,40,6,43,81.49,32.66,2.495
9623,40,6,43,81.52,32.67,2.495
9623,40,6,43,81.54,32.67,2.496
9624,40,6,43,81.57,32.67,2.497
9625,40,6,43,81.6,32.68,2.497
9626,40,6,43,81.63,32.68,2.498
9626,40,6,43,81.66,32.68,2.499
9627,40,6,43,81.69,32.69,2.499
9628,40,6,43,81.72,32.69,2.5
9628,40,6,43,81.75,32.69,2.501
9629,40,6,43,81.77,32.69,2.501
9630,40,6,43,81.8,32.7,2.502
9630,40,6,43,81.83,32.7,2.502
9631,40,6,43,81.86,32.7,2.503
9632,40,6,43,81.89,32.71,2.504
9633,40,6,43,81.92,32.71,2.504
9633,40,6,43,81.95,32.71,2.505
9634,40,6,43,81.98,32.72,2.506
9635,40,6,43,82,32.72,2.506
9635,40,6,43,82.03,32.72,2.507
9636,40,6,43,82.06,32.73,2.508
9637,40,6,43,82.09,32.73,2.508
9637,40,6,43,82.12,32.73,2.509
9638,40,6,43,82.15,32.73,2.509
9639,40,6,43,82.17,32.74,2.51
9640,40,6,43,82.2,32.74,2.511
9640,40,6,43,82.23,32.74,2.511
9641,40,6,43,82.26,32.75,2.512
9642,40,6,43,82.29,32.75,2.513
9642,40,6,43,82.32,32.75,2.513
9643,40,6,43,82.34,32.76,2.514
9644,40,6,43,82.37,32.76,2.515
9644,40,6,43,82.4,32.76,2.515
9645,40,6,43,82.43,32.77,2.516
9646,40,6,43,82.46,32.77,2.516
9647,40,6,43,82.49,32.77,2.517
9647,40,6,43,82.51,32.77,2.518
9648,40,6,43,82.54,32.78,2.518
9649,40,6,43,82.57,32.78,2.519
9649,40,6,43,82.6,32.78,2.519
9650,40,6,43,82.63,32.79,2.52
9651,40,6,43,82.65,32.79,2.521
9651,40,6,43,82.68,32.79,2.521
9652,40,6,43,82.71,32.8,2.522
9653,40,6,43,82.74,32.8,2.523
9654,40,6,43,82.77,32.8,2.523
9654,40,6,43,82.79,32.8,2.524
9655,40,6,43,82.82,32.81,2.524
9656,40,6,43,82.85,32.81,2.525
9656,40,6,43,82.88,32.81,2.526
9657,40,6,43,82.91,32.82,2.526
9658,40,6,43,82.93,32.82,2.527
9658,40,6,43,82.96,32.82,2.527
9659,40,6,43,82.99,32.83,2.528
9660,40,6,43,83.02,32.83,2.529
9661,40,6,43,83.04,32.83,2.529
9661,40,6,43,83.07,32.84,2.53
9662,40,6,43,83.1,32.84,2.531
9663,40,6,43,83.13,32.84,2.531
9663,40,6,43,83.15,32.84,2.532
9664,40,6,43,83.18,32.85,2.532
9665,40,6,43,83.21,32.85,2.533
9665,40,6,43,83.24,32.85,2.534
9666,40,6,43,83.27,32.86,2.534
9667,40,6,43,83.29,32.86,2.535
9668,40,6,43,83.32,32.86,2.535
9668,40,6,43,83.35,32.87,2.536
9669,40,6,43,83.38,32.87,2.537
9670,40,6,43,83.4,32.87,2.537
9670,40,6,43,83.43,32.88,2.538
9671,40,6,43,83.46,32.88,2.538
9672,40,6,43,83.49,32.88,2.539
9672,40,6,43,83.51,32.88,2.54
9673,40,6,43,83.54,32.89,2.54
9674,40,6,43,83.57,32.89,2.541
9675,40,6,43,83.59,32.89,2.541
9675,40,6,43,83.62,32.9,2.542
9676,40,6,43,83.65,32.9,2.543
9677,40,6,43,83.68,32.9,2.543
9677,40,6,43,83.7,32.91,2.544
9678,40,6,43,83.73,32.91,2.544
9679,40,6,43,83.76,32.91,2.545
9679,40,6,43,83.78,32.92,2.545
9680,40,6,43,83.81,32.92,2.546
9681,40,6,43,83.84,32.92,2.547
9682,40,6,43,83.87,32.92,2.547
9682,40,6,43,83.89,32.93,2.548
9683,40,6,43,83.92,32.93,2.548
9684,40,6,43,83.95,32.93,2.549
9684,40,6,43,83.97,32.94,2.55
9685,40,6,43,84,32.94,2.55
9686,40,6,43,84.03,32.94,2.551
9686,40,6,43,84.06,32.95,2.551
9687,40,6,43,84.08,32.95,2.552
9688,40,6,43,84.11,32.95,2.552
9689,40,6,43,84.14,32.96,2.553
9689,40,6,43,84.16,32.96,2.554
9690,40,6,43,84.19,32.96,2.554
9691,40,6,43,84.22,32.96,2.555
9691,40,6,43,84.24,32.97,2.555
9692,40,6,43,84.27,32.97,2.556
9693,40,6,43,84.3,32.97,2.556
9693,40,6,43,84.32,32.98,2.557
9694,40,6,43,84.35,32.98,2.558
9695,40,6,43,84.38,32.98,2.558
9696,40,6,43,84.4,32.99,2.559
9696,40,6,43,84.43,32.99,2.559
9697,40,6,43,84.46,32.99,2.56
9698,40,6,43,84.48,33,2.56
9698,40,6,43,84.51,33,2.561
9699,40,6,43,84.54,33,2.562
9700,40,6,43,84.56,33,2.562
9700,40,6,43,84.59,33.01,2.563
9701,40,6,43,84.62,33.01,2.563
9702,40,6,43,84.64,33.01,2.564
9703,40,6,43,84.67,33.02,2.564
9703,40,6,43,84.7,33.02,2.565
9704,40,6,43,84.72,33.02,2.566
9705,40,6,43,84.75,33.03,2.566
9705,40,6,43,84.78,33.03,2.567
9706,40,6,43,84.8,33.03,2.567
9707,40,6,43,84.83,33.03,2.568
9707,40,6,43,84.85,33.04,2.568
9708,40,6,43,84.88,33.04,2.569
9709,40,6,43,84.91,33.04,2.57
9710,40,6,43,84.93,33.05,2.57
9710,40,6,43,84.96,33.05,2.571
9711,40,6,43,84.99,33.05,2.571
9712,40,6,43,85.01,33.06,2.572
9712,40,6,43,85.04,33.06,2.572
9713,40,6,43,85.06,33.06,2.573
9714,40,6,43,85.09,33.07,2.573
9714,40,6,43,85.12,33.07,2.574
9715,40,6,43,85.14,33.07,2.574
9716,40,6,43,85.17,33.07,2.575
9717,40,6,43,85.19,33.08,2.576
9717,40,6,43,85.22,33.08,2.576
9718,40,6,43,85.25,33.08,2.577
9719,40,6,43,85.27,33.09,2.577
9719,40,6,43,85.3,33.09,2.578
9720,40,6,43,85.32,33.09,2.578
9721,40,6,43,85.35,33.1,2.579
9721,40,6,43,85.38,33.1,2.579
9722,40,6,43,85.4,33.1,2.58
9723,40,6,43,85.43,33.11,2.581
9724,40,6,43,85.45,33.11,2.581
9724,40,6,43,85.48,33.11,2.582
9725,40,6,43,85.51,33.11,2.582
9726,40,6,43,85.53,33.12,2.583
9726,40,6,43,85.56,33.12,2.583
9727,40,6,43,85.58,33.12,2.584
9728,40,6,43,85.61,33.13,2.584
9728,40,6,43,85.63,33.13,2.585
9729,40,6,43,85.66,33.13,2.585
9730,40,6,43,85.69,33.14,2.586
9731,40,6,43,85.71,33.14,2.586
9731,40,6,43,85.74,33.14,2.587
9732,40,6,43,85.76,33.14,2.588
9733,40,6,43,85.79,33.15,2.588
9733,40,6,43,85.81,33.15,2.589
9734,40,6,43,85.84,33.15,2.589
9735,40,6,43,85.86,33.16,2.59
9735,40,6,43,85.89,33.16,2.59
9736,40,6,43,85.92,33.16,2.591
9737,40,6,43,85.94,33.17,2.591
9738,40,6,43,85.97,33.17,2.592
9738,40,6,43,85.99,33.17,2.592
9739,40,6,43,86.02,33.18,2.593
9740,40,6,43,86.04,33.18,2.593
9740,40,6,43,86.07,33.18,2.594
9741,40,6,43,86.09,33.18,2.594
9742,40,6,43,86.12,33.19,2.595
9742,40,6,43,86.14,33.19,2.595
9743,40,6,43,86.17,33.19,2.596
9744,40,6,43,86.19,33.2,2.596
9745,40,6,43,86.22,33.2,2.597
9745,40,6,43,86.25,33.2,2.598
9746,40,6,43,86.27,33.21,2.598
9747,40,6,43,86.3,33.21,2.599
9747,40,6,43,86.32,33.21,2.599
9748,40,6,43,86.35,33.22,2.6
9749,40,6,43,86.37,33.22,2.6
9749,40,6,43,86.4,33.22,2.601
9750,40,6,43,86.42,33.22,2.601
9751,40,6,43,86.45,33.23,2.602
9752,40,6,43,86.47,33.23,2.602
9752,40,6,43,86.5,33.23,2.603
9753,40,6,43,86.52,33.24,2.603
9754,40,6,43,86.55,33.24,2.604
9754,40,6,43,86.57,33.24,2.604
9755,40,6,43,86.6,33.25,2.605
9756,40,6,43,86.62,33.25,2.605
9756,40,6,43,86.65,33.25,2.606
9757,40,6,43,86.67,33.25,2.606
9758,40,6,43,86.7,33.26,2.607
9759,40,6,43,86.72,33.26,2.607
9759,40,6,43,86.75,33.26,2.608
9760,40,6,43,86.77,33.27,2.608
9761,40,6,43,86.8,33.27,2.609
9761,40,6,43,86.82,33.27,2.609
9762,40,6,43,86.84,33.28,2.61
9763,40,6,43,86.87,33.28,2.61
9763,40,6,43,86.89,33.28,2.611
9764,40,6,43,86.92,33.29,2.611
9765,40,6,43,86.94,33.29,2.612
9766,40,6,43,86.97,33.29,2.612
9766,40,6,43,86.99,33.29,2.613
9767,40,6,43,87.02,33.3,2.613
9768,40,6,43,87.04,33.3,2.614
9768,40,6,43,87.07,33.3,2.614
9769,40,6,43,87.09,33.31,2.615
9770,40,6,43,87.12,33.31,2.615
9770,40,6,43,87.14,33.31,2.616
9771,40,6,43,87.16,33.32,2.616
9772,40,6,43,87.19,33.32,2.617
9773,40,6,43,87.21,33.32,2.617
9773,40,6,43,87.24,33.32,2.618
9774,40,6,43,87.26,33.33,2.618
9775,40,6,43,87.29,33.33,2.619
9775,40,6,43,87.31,33.33,2.619
9776,40,6,43,87.34,33.34,2.62
9777,40,6,43,87.36,33.34,2.62
9777,40,6,43,87.38,33.34,2.621
9778,40,6,43,87.41,33.35,2.621
9779,40,6,43,87.43,33.35,2.622
9780,40,6,43,87.46,33.35,2.622
9780,40,6,43,87.48,33.36,2.623
9781,40,6,43,87.5,33.36,2.623
9782,40,6,43,87.53,33.36,2.624
9782,40,6,43,87.55,33.36,2.624
9783,40,6,43,87.58,33.37,2.625
9784,40,6,43,87.6,33.37,2.625
9784,40,6,43,87.63,33.37,2.626
9785,40,6,43,87.65,33.38,2.626
9786,40,6,43,87.67,33.38,2.627
9787,40,6,43,87.7,33.38,2.627
9787,40,6,43,87.72,33.39,2.628
9788,40,6,43,87.75,33.39,2.628
9789,40,6,43,87.77,33.39,2.628
9789,40,6,43,87.79,33.39,2.629
9790,40,6,43,87.82,33.4,2.629
9791,40,6,43,87.84,33.4,2.63
9791,40,6,43,87.87,33.4,2.63
9792,40,6,43,87.89,33.41,2.631
9793,40,6,43,87.91,33.41,2.631
9794,40,6,43,87.94,33.41,2.632
9794,40,6,43,87.96,33.42,2.632
9795,40,6,43,87.98,33.42,2.633
9796,40,6,43,88.01,33.42,2.633
9796,40,6,43,88.03,33.43,2.634
9797,40,6,43,88.06,33.43,2.634
9798,40,6,43,88.08,33.43,2.635
9798,40,6,43,88.1,33.43,2.635
9799,40,6,43,88.13,33.44,2.636
9800,40,6,43,88.15,33.44,2.636
9801,40,6,43,88.17,33.44,2.637
9801,40,6,43,88.2,33.45,2.637
9802,40,6,43,88.22,33.45,2.637
9803,40,6,43,88.25,33.45,2.638
9803,40,6,43,88.27,33.46,2.638
9804,40,6,43,88.29,33.46,2.639
9805,40,6,43,88.32,33.46,2.639
9805,40,6,43,88.34,33.46,2.64
9806,40,6,43,88.36,33.47,2.64
9807,40,6,43,88.39,33.47,2.641
9808,40,6,43,88.41,33.47,2.641
9808,40,6,43,88.43,33.48,2.642
9809,40,6,43,88.46,33.48,2.642
9810,40,6,43,88.48,33.48,2.643
9810,40,6,43,88.5,33.49,2.643
9811,40,6,43,88.53,33.49,2.643
9812,40,6,43,88.55,33.49,2.644
9812,40,6,43,88.57,33.49,2.644
9813,40,6,43,88.6,33.5,2.645
9814,40,6,43,88.62,33.5,2.645
9815,40,6,43,88.64,33.5,2.646
9815,40,6,43,88.67,33.51,2.646
9816,40,6,43,88.69,33.51,2.647
9817,40,6,43,88.71,33.51,2.647
9817,40,6,43,88.74,33.52,2.648
9818,40,6,43,88.76,33.52,2.648
9819,40,6,43,88.78,33.52,2.648
9819,40,6,43,88.81,33.53,2.649
9820,40,6,43,88.83,33.53,2.649
9821,40,6,43,88.85,33.53,2.65
9822,40,6,43,88.88,33.53,2.65
9822,40,6,43,88.9,33.54,2.651
9823,40,6,43,88.92,33.54,2.651
9824,40,6,43,88.94,33.54,2.652
9824,40,6,43,88.97,33.55,2.652
9825,40,6,43,88.99,33.55,2.653
9826,40,6,43,89.01,33.55,2.653
9826,40,6,43,89.04,33.56,2.653
9827,40,6,43,89.06,33.56,2.654
9828,40,6,43,89.08,33.56,2.654
9829,40,6,43,89.11,33.56,2.655
9829,40,6,43,89.13,33.57,2.655
9830,40,6,43,89.15,33.57,2.656
9831,40,6,43,89.17,33.57,2.656
9831,40,6,43,89.2,33.58,2.656
9832,40,6,43,89.22,33.58,2.657
9833,40,6,43,89.24,33.58,2.657
9833,40,6,43,89.26,33.59,2.658
9834,40,6,43,89.29,33.59,2.658
9835,40,6,43,89.31,33.59,2.659
9836,40,6,43,89.33,33.6,2.659
9836,40,6,43,89.36,33.6,2.66
9837,40,6,43,89.38,33.6,2.66
9838,40,6,43,89.4,33.6,2.66
9838,40,6,43,89.42,33.61,2.661
9839,40,6,43,89.45,33.61,2.661
9840,40,6,43,89.47,33.61,2.662
9840,40,6,43,89.49,33.62,2.662
9841,40,6,43,89.51,33.62,2.663
9842,40,6,43,89.54,33.62,2.663
9843,40,6,43,89.56,33.63,2.663
9843,40,6,43,89.58,33.63,2.664
9844,40,6,43,89.6,33.63,2.664
9845,40,6,43,89.63,33.63,2.665
9845,40,6,43,89.65,33.64,2.665
9846,40,6,43,89.67,33.64,2.666
9847,40,6,43,89.69,33.64,2.666
9847,40,6,43,89.72,33.65,2.666
9848,40,6,43,89.74,33.65,2.667
9849,40,6,43,89.76,33.65,2.667
9850,40,6,43,89.78,33.66,2.668
9850,40,6,43,89.81,33.66,2.668
9851,40,6,43,89.83,33.66,2.669
9852,40,6,43,89.85,33.66,2.669
9852,40,6,43,89.87,33.67,2.669
9853,40,6,43,89.89,33.67,2.67
9854,40,6,43,89.92,33.67,2.67
9854,40,6,43,89.94,33.68,2.671
9855,40,6,43,89.96,33.68,2.671
9856,40,6,43,89.98,33.68,2.671
9857,40,6,43,90.01,33.69,2.672
9857,40,6,43,90.03,33.69,2.672
9858,40,6,43,90.05,33.69,2.673
9859,40,6,43,90.07,33.7,2.673
9859,40,6,43,90.09,33.7,2.674
9860,40,6,43,90.12,33.7,2.674
9861,40,6,43,90.14,33.7,2.674
9861,40,6,43,90.16,33.71,2.675
9862,40,6,43,90.18,33.71,2.675
9863,40,6,43,90.2,33.71,2.676
9864,40,6,43,90.23,33.72,2.676
9864,40,6,43,90.25,33.72,2.676
9865,40,6,43,90.27,33.72,2.677
9866,40,6,43,90.29,33.73,2.677
9866,40,6,43,90.31,33.73,2.678
9867,40,6,43,90.34,33.73,2.678
9868,40,6,43,90.36,33.73,2.679
